レス番号,内容,感情スコア
6,さすがにそれはないがフランスはトップ選手が長くいるリーグじゃないよ エンバペも遅すぎた,0
7,でもサウジ代表とフランス代表の試合に全財産賭けるしかないって状況なら誰がサウジに賭けるんだって思うけどな,-2
8,代表の話してないからw フランスリーグにフランス代表ほとんどいねえじゃんw,-1
9,でも気温の話とレベルの話を結びつけて言うのはなあまあ俺も今のフランス代表嫌いだけど,2
10,パリ1強で競争がないって意味合いでいえばフランスよ日本のが上になるなw,-4
11,Jは世界一競争力があるリーグだぞ ここまで上位が入れ替わるリーグはなかなかない リーグ優勝何度もしている強豪が降格したり,0
12,根本として実際にリーグ1でプレーした人間が述べるならまだしも感がないか,-1
13,サウジは観客も少ないみたいだからな,-2
14,これに反応するリーグアンも情けない スルーしとけよ,4
15,なぜ煽るんだい,3
16,自分が世界最高の舞台で働いてると思いたいからね ナルシストは特に,-4
17,なんでわざわざこんな発言したんだろw フランス嫌いなのかな 差別されたとか おいらも嫌いだけど,3
18,スペインでプレーするとフランスリーグのレベルの低さかわかるとどっかの選手が言ってたなそういや,-2
19,さすがにリーグアンのが上だけど 自国では太刀打ちできないからメッシの名前出すのはクソだせえわ,4
20,メッシはフランスリーグに碌な思い出無いだろう ネイマールと再会できた事とラモスと共闘した事とエムバペと仲良くなった事くらいかな,-4
21,これは大げさにしても アル・ヒラルがリーグアンにいたら普通に上位だと思うわ,-4
22,サウジは代表の強化は諦めて リーグを世界最高峰リーグにすればいい外国人枠完全撤廃でスタジアムも練習場も完全空調化で試合のレベルを上げる,-4
23,プロのサッカー選手にとって暫定路線やからな晩年サウジでプレーは 金もしこたま貰えるしこんな良い天下り先あるかって話で,-4
24,1金は有るし有力選手も集められるサウジ 2金は無いし有力選手は引き抜かれるフランス ロナウドはフランスを貶してるというよりはもっと頑張れやってハッパかけてるんだろ,-1
25,この話題に今メッシ関係ねぇ フランスは時が止まってるんですかね (メッシだってかつてプレーしてただけだし),-3
1,ラッシュどこにも行かない,0
2,ラッシュさんさすがに出ていくんじゃないの ま年俸一部負担のレンタルになるだろうけどさ 冬にこんな高いモン買えるわけないから,-2
3,本当に衰えたのかユナイテッドのネガティブパワーに引っ張られたのかわからんよね ブルーノとかラッシュも終わったって言わてるけど移籍したら活躍しそう,-4
4,ラッシュはリーグアンやセリエだったら普通に活躍しそう ブルーノはリーグというよりチーム監督に左右されそう どっちも狂った犬のような走るサッカーだと無理だろうな,2
5,サンチョが活躍したんだから同一リーグなら通用しないとかも無いしな ユナイテッドデバフが強すぎるからラッシュだろうが活躍しないと断定出来ない,0
6,馬鹿げている ラッシュフォードが移籍の噂を激しく非難 マンチェスター・ユナイテッドのスター選手は移籍の噂を否定しここ数週間多くの虚偽の記事が書かれてきたがこれは馬鹿げているどのエージェントとも会ったことがないし会う予定もないと述べた,2
7,買い取り手もないのか,0
8,ラッシュフォードさんの新しい挑戦は終わってしまったのか,2
9,ラッシュはセリエAで給与払えるところないでしょ リーグ1もパリしか無理だけどいらないだろうし,2
10,ラッシュの新しい挑戦はユナイテッドで試合に出ることだろ,-4
11,ラッシュはセリエで活躍しそうと言ってるやつは今までラッシュの何を見てきたのか謎すぎる 一番相性悪いリーグだろ,-3
12,セリエAの方がプレミアと比べて当たりは弱いが 戦術理解力必要だから脳筋だと難しい,-3
13,フィジカルで優位にたてるならいけるかもだけど今のラッシュフォードはフィジカルも衰えてボディコンタクトも避けるからどうなんでしょうね,4
14,PSGはラッシュ取りそうだけどな ンバペも消えて人気とか収益かなり落ちたらしいから,0
15,ラッシュの給料考えたら取るクラブなんてどこにもいない,-2
16,レンタルで出すだろ サンチョと一緒 ユナイテッドは損だけど仕方無いじゃん 年俸いくらか削れるし,-3
17,アモリム ラッシュ放出してギェケレシュ欲しい ラッシュ出て行くにも買い手がいないので移籍しません このクラブこんなんばっかだな とにかく契約延長するも新たな選手と契約するにしても他のビッグクラブより年俸安くしないと駄目だわ,4
18,年俸安くしたら誰も来なくね,-3
19,これ サンチェスで給与体系ぶっ壊れた時点でもう適正化は詰んでる,4
20,アモリムがやるべきはラッシュの追放でもベンチ外でもなく ラッシュ先生お願いしますって頭下げてスタメンに戻す事 そもそもさ ギュケレシュがラッシュ好調時と同じような活躍出来るって見立てがお花畑すぎるだろ ホイルンドもザクもそう期待してとっただろうに,-4
21,戦力的にはラッシュフォード必要かもだけどどの監督とも揉めてきたラッシュフォードはチームに悪影響をもたらすと思う,4
1,勝ったー 最初はモヤモヤしたけど終わってみればって感じだな,-4
2,やっと電話が鳴り始めたジェズス この時期に復活してくれたのはほんとありがたい,-4
3,最初はどうなる事かと思ったけど勝ったぜ,-4
4,嫌なアウェイ相手だったが逆転勝利は素晴らしい サカ不在でも少し目処が立ってきたからあとは補強や,-4
