number,text,sentiment,sentiment_score,stance,stance_score
92,普通ダービー前にマグ兄契約延長するかね 契約延長した選手は漏れなくパフォーマンスが落ちるのにな ユナイテッドあるあるを知らないアモリムはダメだこれ,NEGATIVE (0.783),0.783,強く反対 (0.257),0.257
93,ベリンガムだああああああ,POSITIVE (0.073),0.073,強く反対 (0.294),0.294
94,まじかよ,NEUTRAL (0.815),0.815,強く反対 (0.276),0.276
95,王様ありがとう,POSITIVE (0.948),0.948,強く反対 (0.259),0.259
96,やばすぎマドリーはマドリーだったわ,NEUTRAL (0.677),0.677,強く反対 (0.289),0.289
97,ベリンガムの圧倒的リーダー感,POSITIVE (0.403),0.403,強く反対 (0.244),0.244
98,まさかの でもさすがの決定力,POSITIVE (0.727),0.727,強く反対 (0.252),0.252
99,これ決めるの結構むずいのに確実に決めるさすがだわ,POSITIVE (0.263),0.263,賛成 (0.248),0.248
100,勝ったああああああああああああああああ,POSITIVE (0.935),0.935,強く反対 (0.258),0.258
1,あぶなー,NEGATIVE (0.978),0.978,強く反対 (0.301),0.301
2,10年で2勝しかできてないメスタージャ攻略 ゴミ試合から神試合へ,POSITIVE (0.728),0.728,強く反対 (0.262),0.262
3,今のは入ってても祝福できたわw 完璧な流れと形だった,POSITIVE (0.964),0.964,強く反対 (0.256),0.256
4,苦手なメスタージャ苦手な休暇明けに最悪の流れで勝てたのは最高だわ,POSITIVE (0.976),0.976,強く反対 (0.275),0.275
5,暫定首位になったなアトレティコ1試合少ないけど,NEUTRAL (0.275),0.275,強く反対 (0.240),0.24
6,エンバペは最後足が回っていなかったな カマちゃんもテンションが上がっていたのは分かるが簡単に飛び込んだのは早計だった ヴィニは猛省しろ,NEGATIVE (0.813),0.813,強く反対 (0.250),0.25
7,いやー諦めないでよかった これぞマドリー,POSITIVE (0.781),0.781,強く反対 (0.277),0.277
8,やっぱりアセンシオ使えや 咄嗟の機敏さと刈りとり方やクリアの判断みてもチュアメニより全然いいわ,POSITIVE (0.548),0.548,強く反対 (0.263),0.263
9,ヴィニなぁ 審判のあの詰め方で追加処分くらってもおかしくないしこれでまた他サポのネガキャン加速するわな 必要以上に差別やブーイング食らってイライラするのは分かるけどそろそろ冷静になって欲しいわなエースなんだし,NEUTRAL (0.127),0.127,強く反対 (0.283),0.283
10,もうこれはずっと思ってるんだけど永遠に卵が先か鶏が先か問題になるんだよな 負のスパイラルでキリがない,NEGATIVE (0.960),0.96,強く反対 (0.263),0.263
11,やっぱ過剰に反応したり煽り返したりするから向こうも効果あるわってずっと続けてる訳だから ゴミどもがまた何かやってるわって相手にしないのを続けるしかないと思うわ そりゃ自分だけ理不尽に差別やブーイングされてフラストレーション溜めないのは難しいけど,NEGATIVE (0.892),0.892,賛成 (0.258),0.258
12,今回もヴィニがマドリーの選手たちに寄付しようって言って一番初めにバレンシアに寄付したりしてんだけどね それなのに試合開始前からブーイングだからな 民度が終わっとるわ,NEGATIVE (0.610),0.61,賛成 (0.260),0.26
13,一人減って相手のマークがそれぞれ曖昧になったのよ ブラヒムも左にきたり入れ替わりあったりで ヴィニがどうこうよりそういうところでいい方向にいった 右がロドリゴとバスケスで後ろチュアメニはもう厳しいって せめてバペが右に流れてくればいいけど滅多に来ないし フェデが攻撃参加できない状況はよろしくない,NEGATIVE (0.921),0.921,強く反対 (0.268),0.268
14,ロドリゴよりブラヒムメンディよりカマが先発に相応しいと思うけどな,NEUTRAL (0.818),0.818,強く反対 (0.280),0.28
15,ブラヒム・ディアスのが絶対良いよね ただカマの方は本人が激戦区なMFとして希望だからねえ,POSITIVE (0.155),0.155,強く反対 (0.292),0.292
16,ベリンガムって全ての局面でサボらずに抜け目なく狙ってるの凄すぎるわ これで21歳ってどんな怪物だよ,POSITIVE (0.957),0.957,強く反対 (0.244),0.244
17,ルール読んだけどPKのやつ枠外した場合でもキッカーに影響与えてたらやり直しなんじゃん 反対側に飛んだとかじゃない限り影響与えてるんだからあれは完全にやり直しさせないと駄目なやつだわ,NEGATIVE (0.891),0.891,賛成 (0.269),0.269
18,抗議したらやり直しなったと思うけどなかったからそれまで,NEGATIVE (0.138),0.138,強く反対 (0.259),0.259
19,ラリーガ最速勝ち点5000ポイント達成,POSITIVE (0.921),0.921,強く反対 (0.271),0.271
20,メスタージャはルール無用だろ,NEGATIVE (0.230),0.23,強く反対 (0.295),0.295
21,バスケスの守備時に中絞らないで裏に通されるのまじやめて フェデはそこきっちり絞るぞ本職じゃないのに,NEUTRAL (0.267),0.267,強く反対 (0.268),0.268
22,次はコパとスーパーカップ リーグ戦は20日まで無し,NEGATIVE (0.138),0.138,強く反対 (0.254),0.254
23,1月6日 国王杯 1月9日 スーペルコパ 1月12日 スーペルコパ決勝 1月19日 リーグ戦 日程すごすぎて草,POSITIVE (0.725),0.725,賛成 (0.254),0.254
24,ティアニーのセルティック復帰はもう規定路線だな ロマーノも後追い,NEUTRAL (0.254),0.254,強く反対 (0.256),0.256
25,ティアニーもう27なのか,NEUTRAL (0.332),0.332,強く反対 (0.253),0.253
26,ティアニーはどうけ契約解除になるかね 1年延長OP行使せず25年夏にはフリーやし 古巣復帰とは言え超絶スペだしそんな選手にわざわざセルティックが移籍金払うとは思えんけど,NEGATIVE (0.996),0.996,強く反対 (0.242),0.242
27,ドライローンからのフリーやろティアニーは 延長してもまた怪我して給料が無駄になると判断されたんだろ ソシエダでもスペってユーロで怪我して長期離脱だから見切られてもしゃあない,NEGATIVE (0.611),0.611,強く反対 (0.288),0.288
28,温暖なスペインでもスペったティアニーは環境関係なかったね,NEUTRAL (0.376),0.376,強く反対 (0.273),0.273
29,まだバリバリなのにスコットランドに戻るのも勿体無いように思えてしまうな,NEGATIVE (0.630),0.63,強く反対 (0.268),0.268
30,2年くらい営業かけたけどティアニー売れなかったな,NEGATIVE (0.943),0.943,強く反対 (0.241),0.241
31,そらいつも通り怪我してたし,NEGATIVE (0.946),0.946,強く反対 (0.271),0.271
32,ティアニーは代表でもロバートソンがいるしな 代表でも左CBとかやっているからそこに慣れたら面白い存在にはなるけどきついわな,NEGATIVE (0.833),0.833,強く反対 (0.281),0.281
33,カラバオの新城戦がサヨナラゲームの可能性が高いなティアニー その前にスットコに戻るかもだが,NEUTRAL (0.462),0.462,強く反対 (0.290),0.29
34,先日のカラバオにティアニーでたけど 次も出すのかな 怪我すると移籍破談しちゃうけど,NEGATIVE (0.572),0.572,強く反対 (0.232),0.232
35,勝ってたら後半40分くらいから投入それでもスぺるリスクはあるが 引き分けもしくは負けてたらそのままサヨナラ てな感じじゃね さすがにスタメンはないと思われ,NEUTRAL (0.229),0.229,強く反対 (0.281),0.281
36,ティアニーすきだからベンチで腐ってる姿はみとうないあのロクでも無い時期に頑張ってた選手,POSITIVE (0.340),0.34,強く反対 (0.265),0.265
37,サディクは明日 の健康診断を受ける予定です 彼はシーズン終了までローンでプレーするつもりだ 買取オプションは強制ではない,NEUTRAL (0.504),0.504,強く反対 (0.272),0.272
38,サディク人気何やね 噂にでてなかったバレンシアが獲得 今期降格圏やもんね 冬移籍はこうって感じの移籍 そして強制じゃないって事は買取オプション自体は付けたんやね,NEUTRAL (0.335),0.335,強く反対 (0.261),0.261
39,サディクがバレンシア救って1部残留まで見えた,POSITIVE (0.681),0.681,強く賛成 (0.238),0.238
40,ソシエダの戦術には合わないけどボール渡してくれればなんとかなるでしょ,POSITIVE (0.828),0.828,強く反対 (0.261),0.261
41,他の人のレスとかぶってるけどまあ一応 サディクはもともとアスリート能力高いしね ソシエダのサッカーに合わせられなかっただけで環境変わってメンタルが整えば結果も変わる可能性ある 行った先で頑張ってもらいたいっすね,POSITIVE (0.840),0.84,強く反対 (0.280),0.28
42,サディク的にはヘタフェ良いと思うけどね 今期開幕時から話合ったっぽいし,POSITIVE (0.150),0.15,強く賛成 (0.281),0.281
43,我らがサディクがとうとう・・,POSITIVE (0.816),0.816,強く反対 (0.267),0.267
44,ほんとだw xcomFabrizioRomanostatus1875100279085133993tlMpaao5oMbiPuEy_RB3wws19 さよならサディク 怪我が無ければ,POSITIVE (0.977),0.977,強く反対 (0.274),0.274
45,サディクメディカル通ったんやな おめでとう,POSITIVE (0.975),0.975,強く反対 (0.280),0.28
46,正直ソシエダよりバレンシアの方が合ってると思うし環境変わったらサディクも変わる可能性あると思うから頑張れ,POSITIVE (0.881),0.881,強く反対 (0.304),0.304
47,サディクに関しては全く評価してないけど 良い意味で予想を裏切ってわいのサッカー観を揺るがして欲しい,NEUTRAL (0.391),0.391,強く反対 (0.259),0.259
48,CF誰かとってくるのかなレンタルでとか ただCFとってもオヤル優先だから出場機会ないよな,NEGATIVE (0.930),0.93,強く反対 (0.294),0.294
49,オヤルサバルはCFじゃなくてサイドに戻る可能性あるみたいだよ めっちゃ迷走してる,NEUTRAL (0.268),0.268,強く反対 (0.263),0.263
50,システム変えるのか オスカルソンCFでバレネ左オヤル右で久保トップ下 ブライスとスビメンディのWボランチとか,NEUTRAL (0.852),0.852,強く反対 (0.258),0.258
51,1ヶ月前からサディクのバレンシアへの噂が浮上してたけど飛ばしじゃなく無事に決まったんだね 少しでも持ち直せるといいな 久保はコパデルレイに調整でちょろっと出るか再来週のビジャレアル戦始動かわからないけど夏色々ありそうだけど飛躍の1年になるといいね,POSITIVE (0.950),0.95,強く反対 (0.248),0.248
52,ヒュルツェラー母国ドイツでも引き分けキングと記事になっている模様,NEUTRAL (0.708),0.708,強く反対 (0.294),0.294
53,まだ半分なのに既に9分けだもんな グダグダだった前シーズンもブライトンはプレミアで一番引き分けが多かったけどそれでもシーズン通して12分けだぞ,POSITIVE (0.371),0.371,強く賛成 (0.253),0.253
54,問題は追い付かれて引き分ける事なんだよな ヴィラ戦は引き分けだけど追い付いてだから比較的ストレスないし,NEUTRAL (0.274),0.274,強く反対 (0.258),0.258
55,母国でもって言うけど別にここでは引き分けの多さは話題になってなかったような 追い付かれた2試合は選手のミス絡みだったし別にヒュルの責任じゃない ウィーファーやファーガソンやアヤリにリスク考えてプレーしろよとかイゴールにビハインド時はシンプルにプレーしろよとか普段から全く伝えてなかったら責任かもしれないけど,NEGATIVE (0.879),0.879,強く賛成 (0.261),0.261
56,スコアレスドローじゃなくてしょうもない失点での引き分け多いのがなぁ,NEGATIVE (0.974),0.974,強く反対 (0.302),0.302
